,Phenylalanine,Valine,Threonine,Tryptophan,Methionine,Leucine,Isoleucine,Lysine,Histidine,Alpha-linolenic acid,Linolenic acid,"Vitamin A, total","Vitamin C, total","Vitamin E, total",Vitamin D,"Vitamin K, phylloquinone (K1)",Vitamin B1 (as thiamin hydrochloride),Vitamin B2 (riboflavin),Vitamin B3,Vitamin B5,"Vitamin B6 (as pyridoxinehydrochloride), total",Vitamin B7,Vitamin B9,Vitamin B12 (as cyanocobalamin),Sodium (Na),Potassium (K),Calcium (Ca),Phosphorus (P),Magnesium (Mg),Iron (Fe),Zinc (Zn),Iodine (I),Manganese (Mn),Copper (Cu),Chromium (Cr),Selenium (Se),Cl,Mo,Co
"Fish, dolphinfish, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6.1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Jam, fruit, average values",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,110.0,24.0,18.0,10.0,0.5,0.09699999999999999,0.0003,0.25,0.23,0.003,0.0003,0,0,0
Phyllo dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.073,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Pectin, unsweetened, dry mix",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.005,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Semolina,480.0,450.0,260.0,110.0,150.0,690.0,390.0,230.0,210.0,0,0.0,0,0.0,0.1,0,0.03,0.21,0.045,1.0,0.5,0.085,1.0,0.042,0.0,1.4,117.0,16.7,68.1,6.0,0.6,3.3,0.0003,4.0,0.41,0.0,0.001,0,0,0
"Fish, roughy, orange, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.53,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Alfalfa seeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,26.0,0.0,0,0.0,1.08,0.58,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,12.9,6.9,0.0,0.0,0.0,0.0091,0.09,0,0,0
"Seaweed, agar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,690.0,14.0,0.0,9.0,1.0,36.0,0.0,0.5,0.0,0.0,0,0,0
"Crustaceans, crab, dungeness, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.14,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Prickly pear, indian fig, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,14.0,0.0,0,0.0,0.013999999999999999,0.06,0.46,0.0,0.0,0.0,0.0,0.0,5.0,220.0,56.0,24.0,85.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Oil, babassu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Mayonnaise,55.0,51.0,26.0,12.0,16.0,76.0,42.0,23.0,23.0,0,0.001,0,0.0,7.6,0,0.075,0.008,0.03,0.1,1.0,0.1,12.0,0.013999999999999999,0.001,597.0,34.0,8.0,59.0,7.0,0.3,0.4,0.006,0.0,0.03,0.0,0.0016,0,0,0
"Bread, Multi-Grain (includes whole-grain)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.042,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Macaroni and Cheese, canned entree",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Non-alcoholic beverage (light), concentrated (1+10), sugar not added",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Lasagna, Cheese, frozen, prepared",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.361,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Seaweed, irishmoss, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.593,0.17600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Arrowroot, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.693,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Mothbeans, mature seeds, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.8,1.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Mollusks, squid, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.175,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Coriander seed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.239,0.29,2.13,0.0,0.0,0.0,0.0,0.0,35.0,1267.0,709.0,409.0,330.0,16.3,4.7,0.0,0.0,0.0,0.0,0.0,0,0,0
"Taco shells, baked",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.867,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Garlic, dried, powder",480.0,780.0,400.0,180.0,200.0,810.0,560.0,730.0,300.0,0,0.0,0,3.58,0.0,0,0.0,0.466,0.152,0.6920000000000001,0.0,0.0,0.0,0.0,0.0,26.0,1101.0,80.0,417.0,58.0,2.75,2.63,0.0,0.0,0.0,0.0,0.0,0,0,0
Wonton wrappers (includes egg roll wrappers),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.4239999999999995,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Lemon grass (citronella), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.101,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Guava, common, raw",2.0,30.0,35.0,8.0,6.0,60.0,33.0,26.0,8.0,0,0.0,0,228.0,0.0,0,0.0,0.037000000000000005,0.04,1.08,0.451,0.077,0.0,0.0,0.0,2.0,198.0,10.0,40.0,10.0,0.26,0.19,0.0,0.15,0.23,0.0,0.0,0,0,0
"Whale meat, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,93.0,320.0,0.0,195.0,33.0,3.7,1.4,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, bass, fresh water, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Potato chips, deepfried",200.0,290.0,170.0,74.0,67.0,270.0,180.0,280.0,86.0,0,0.0,0,23.3,0.1,0,0.0,0.1,0.04,1.2,0.2,0.18,0.0,0.01,0.0,457.0,683.0,14.0,72.0,43.0,0.9,0.67,0.0,0.0,0.2,0.0,0.0023,0,0,0
"Human milk, colostrum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.0,1.3,0,0.0,0.0,0.03,0.1,0.12,0.0,0.0,0.002,0.0001,47.0,70.0,28.0,14.0,3.0,0.0,0.6,0.0,0.0,0.05,0.0,0.0,0,0,0
"Nuts, chestnuts, japanese, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.5,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Blueberries, wild, frozen (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Candies, NESTLE, BUTTERFINGER Bar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.6489999999999996,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Pokeberry shoots, (poke), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.2,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cress, garden, raw",110.0,130.0,100.0,40.0,35.0,140.0,99.0,160.0,58.0,0,0.0,0,35.0,3.6,0,0.0,0.18,0.2,2.5,0.3,0.3,0.4,0.11,0.0,63.0,129.0,70.0,76.0,44.0,2.3,0.46,0.0009,0.0,0.09,0.0,0.0,0,0,0
"Meat balls, canned",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,140.0,33.5,0.0,24.5,1.05,1.3,0.0,0.0,0.07400000000000001,0.0,0.0,0,0,0
"Cocoa, instant, med milk, powder",650.0,860.0,580.0,240.0,240.0,880.0,560.0,580.0,240.0,0,0.0,0,0.0,0.1,0,0.0,0.06,0.04,0.5,0.893,0.02,0.0,0.023,0.0,270.0,1470.0,33.0,190.0,155.0,7.0,1.9,0.03,0.77,1.1,0.013999999999999999,0.0015,0,0,0
"Spices, cumin seed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Molasses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.93,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Naranjilla (lulo) pulp, frozen, unsweetened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.45,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Seeds, pumpkin and squash seed kernels, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.987,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Gooseberry, raw",0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,33.0,1.0,0,0.0,0.011000000000000001,0.025,0.25,0.28600000000000003,0.015,0.5,0.0117,0.0,2.0,176.0,26.5,23.6,8.0,0.4,0.16,0.0003,0.17,0.055999999999999994,0.0003,6.8e-05,0,0,0
"Snacks, popcorn, air-popped",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.3080000000000003,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cauliflower, all varieties, raw",80.0,140.0,80.0,27.0,29.0,130.0,84.0,110.0,42.0,0,0.0,0,76.8,0.2,0,0.016,0.057999999999999996,0.073,0.6,0.6,0.145,1.5,0.165,0.0,17.0,286.0,24.5,48.1,13.2,0.402,0.261,0.0008,0.23,0.042,0.0011,0.0005,0,0,0
"Fish, yellowtail, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6.8,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Marshmellows, unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.4,3.0,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Oyster, raw",310.0,370.0,360.0,87.0,230.0,670.0,360.0,610.0,150.0,0,0.001,0,10.7,0.85,0,0.0,0.08,0.188,1.8,0.365,0.166,41.0,0.0,0.0172,160.0,248.0,55.0,153.0,32.0,3.0,84.4,0.06,0.33,7.93,0.0123,0.0492,0,0,0
"Mollusks, scallop, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.703,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Game meat, boar, wild, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Snacks, expanded, cornbased",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.10800000000000001,0.045,1.81,0.35,0.19,9.6,0.038,0.0,757.0,209.0,48.0,143.0,54.0,1.22,1.04,0.0,0.39,0.14,0.025,0.0022,0,0,0
SILK Vanilla soy Yogurt (Family size),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0013,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Chickory, raddichio, raw",34.0,64.0,39.0,25.0,8.0,62.0,85.0,55.0,25.0,0,0.0,0,8.0,0.0,0,0.0,0.016,0.027999999999999997,0.255,0.26899999999999996,0.057,0.0,0.06,0.0,22.0,302.0,19.0,40.0,13.0,0.57,0.62,0.0,0.138,0.341,0.0,0.0,0,0,0
"Fish, grouper, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.313,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Lard, pork",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.4,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.06,0.11,0.002,0.013999999999999999,0.02,0.0155,0.0,0,0,0
"Spices, mustard seed, ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.7330000000000005,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Beans, soy, dried",1800.0,1700.0,1400.0,460.0,450.0,2800.0,1600.0,2300.0,910.0,0,0.0,0,0.0,0.85,0,0.047,0.8740000000000001,0.87,1.62,1.92,0.41700000000000004,60.0,0.28,0.0,4.0,1676.0,163.0,467.0,225.0,15.7,1.0,0.0006,2.0,0.11,0.0168,0.0088,0,0,0
"Rambutan, canned, syrup pack",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.3519999999999999,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Raspberries, canned, red, heavy syrup pack, solids and liquids",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.44299999999999995,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Nopales, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.41,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Lime, raw",0.0,0.0,0.0,3.0,2.0,0.0,0.0,13.0,0.0,0,0.0,0,29.1,0.0,0,0.0,0.03,0.02,0.2,0.217,0.043,0.0,0.008,0.0,2.0,102.0,33.0,18.0,6.0,0.6,0.11,0.0,0.008,0.065,0.0,0.0,0,0,0
Soya sauce,330.0,310.0,250.0,90.0,91.0,500.0,300.0,360.0,160.0,0,0.0,0,0.0,0.0,0,0.0,0.033,0.165,2.2,0.297,0.14800000000000002,0.0,0.013999999999999999,0.0,5637.0,217.0,19.0,125.0,43.0,1.93,0.52,0.0,0.424,0.10400000000000001,0.0,0.0005,0,0,0
"Kohlrabi, raw",38.0,49.0,49.0,10.0,13.0,68.0,79.0,57.0,19.0,0,0.0,0,48.1,0.0,0,0.0,0.05,0.02,0.4,0.165,0.15,0.0,0.016,0.0,20.0,350.0,24.0,46.0,19.0,0.4,0.03,0.0,0.139,0.129,0.0,0.0,0,0,0
"Crustaceans, lobster, northern, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.591,1.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Wild rice, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6.733,1.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, mackerel, jack, canned, drained solids",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0073,0,0.0,0.0,0,0.0,0.0,0.0,6.18,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Oil, rape seed (low eruca acid content)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,18.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Ptarmigan, flesh, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.22,0.53,7.1,0.0,0.0,0.0,0.0,0.0,88.5,390.0,40.0,290.0,36.0,7.5,1.5,0.008,0.16,0.39,0.0,0.0,0,0,0
"Pheasant, flesh and skin, raw",870.0,1200.0,1100.0,310.0,650.0,1900.0,1200.0,2000.0,870.0,0,0.0,0,5.3,0.0,0,0.0,0.07200000000000001,0.14300000000000002,6.43,0.9279999999999999,0.66,0.0,0.006,0.0007700000000000001,40.0,243.0,12.0,214.0,20.0,1.15,0.96,0.008,0.017,0.065,0.0,0.0,0,0,0
"Currant, black, jam",0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Vinegar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,20.0,89.0,12.0,32.0,22.0,0.5,0.009000000000000001,0.0,0.25,0.006999999999999999,0.0,0.0001,0,0,0
"Fish, swordfish, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0139,0,0.0,0.0,0,0.0,0.0,0.0,7.76,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Blueberries, wild, raw (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Chives, raw",100.0,120.0,96.0,35.0,33.0,160.0,92.0,130.0,42.0,0,0.0,0,41.0,1.6,0,0.31,0.07,0.2,0.6,0.3,0.22,0.4,0.08,0.0,14.0,253.0,56.9,53.0,13.0,1.3,0.46,0.0022,2.7,0.09,0.006999999999999999,0.0001,0,0,0
"Eel, raw",690.0,950.0,780.0,160.0,490.0,1200.0,810.0,1700.0,610.0,0,0.03,0,1.0,8.0,0,0.0,0.15,0.31,3.8,0.141,0.244,0.0,0.013999999999999999,0.0044,46.0,256.0,35.0,200.0,15.0,0.35,2.0,0.025,0.03,0.03,0.0012,0.0263,0,0,0
"Fast foods, french toast sticks",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Tamarind, Indian date, raw",0.0,0.0,0.0,18.0,14.0,0.0,0.0,140.0,0.0,0,0.0,0,3.5,0.0,0,0.0,0.428,0.152,1.94,0.14300000000000002,0.066,0.0,0.0,0.0,28.0,628.0,74.0,113.0,92.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, pike, walleye, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Piki bread, made from blue cornmeal (Hopi)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.92,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Radish, raw",20.0,38.0,24.0,9.0,7.0,35.0,23.0,35.0,12.0,0,0.0,0,33.0,0.01,0,0.0,0.02,0.04,0.25,0.184,0.06,0.0,0.024,0.0,25.0,249.0,35.0,24.2,9.0,0.6,0.32,0.001,0.08,0.04,0.001,0.0001,0,0,0
"Vermouth, dry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.04,0.0,0.008,0.0,0.0,0.0,17.0,40.0,7.0,7.0,5.0,0.34,0.024,0.0,0.023,0.022000000000000002,0.003,7.5e-05,0,0,0
Goose fat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Sweetpotato, raw",73.0,71.0,69.0,25.0,25.0,77.0,46.0,54.0,25.0,0,0.0,0,2.4,0.0,0,0.0,0.065,0.061,0.557,0.8,0.17800000000000002,0.0,0.011000000000000001,0.0,33.0,408.0,45.0,47.0,15.0,0.9,0.2,0.0,0.258,0.151,0.0,0.0,0,0,0
Fructose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.1,0.0,0.07,0.01,0.005,0.01,0.01,0.001,0.0005,0,0,0
Poppy seeds,900.0,1300.0,900.0,250.0,460.0,1500.0,900.0,1100.0,520.0,0,0.0,0,0.0,0.5,0,0.0,0.8490000000000001,0.17300000000000001,0.976,0.0,0.55,0.0,0.0,0.0,21.0,700.0,1448.0,849.0,331.0,9.39,10.2,0.0,0.0,0.0,0.0752,0.0,0,0,0
